riddle,answer
"A woman who lives in new york legally married three men, she did not get divorce, get an enollment, or legally seperate.  How is this possible?",she is a minister
"I have a name, but it isn't my name.  My face shows signs of age.  I always mean the same thing, no matter what I say.  I'm born in mourning, and I last 'til the end of days.  Men plant me, but I never grow.  They run from me, but I never move.  They look at me and see their future, rotting in the fields where I bloom.  What am I?",tombstone
"Marking mortal privation, when firmly in place.   An enduring summation, inscribed in my face.   What am I?",tombstone
The land was white the seed was black  It'll take a good scholar to riddle me that.  What am I?,eye or eyeball
"My first is a creature whose breeding is unclear.   My second, a price you must pay.    My whole can be found in the river of Time and refers to events of today.   What am I?",current
"When I'm used, I'm useless, once offered, soon rejected.  In desperation oft expressed, the intended not protected.  What am I?",poor alibi or excuse
"In 1990, a person is 15 years old.  In 1995, that same person is 10 years old.  How can this be?",because its 19951990 b c 
The eight of us go forth not back to protect our king from a foes attack.   What are we?,chess pawns
What is a skeleton's favorite snack?,spare ribs
"I am an animal named after the animal that I eat, what am I?",anteater
What animal is most likely to eat a relative?,anteater
"If you have me you want to share me, if you share me you won't have me.  What am I?",seceret
I am neither a guest nor a trespasser in this place i belong that belongs to me where is it?,home
What is the least spoken language in the world?,sign language
What language does a billboard speak?,sign language
"What has a head and a tail, is brown, and has no legs?",penny
Im small and sometimes wortheless I sit there and look times as you pass me by I can not move but I wish I can if im found its a good thing but only if I cant see you what am I?,penny
"Sunday was a dog.  The dog was brown. The cage was brown.  The dog saw a figure with a head,tail, brown but no legs.  What was the figure he saw?",penny
What is never hungry at Thanksgiving?,turkey because always stuffed
What did the baseball glove say to the baseball?,catch ya later
What do you call a fly with no wings?,walk
What does a cat have that other animals do not have?,kittens
What is a mathematician's favorite dessert?,pi
"Sir, I bear a rhyme excelling   In mystic force and magic spelling   Celestial sprites elucidate   All my own striving can't relate.   What am I?",pi
"What does almost no one what, yet almost no one wants to lose?",their job
"How can you make a car, a parrot, a refrigerator, and a TV liquid?",sell them
If a dozen eggs cost 12 cents how much does 100 eggs cost?,1 100 cents
Why did the coffee file a police report?,it was mugged
Why would a hair stylist rather cut the hair of two brunettes than one red head?,they would make more money
What is the mistake in the the following question?,word is repeated
What is the mistake in the the following list: ABCDEFGHIJKLMNOPQRSTUVWXYZ?,word is repeated
Which kind of nuts are the softest nuts?,donuts
"What has wings but can't fly, legs but can't walk, and eyes but can't see?",dead bird
What room will a mummy never go in?,living room
What room in your house do ghosts avoid?,living room
wuts the safiest room in a haunted house?,living room
What is the safest room to be in during a zombie apocalypse?,living room
There is a bus full of people travelling over San Francisco and no one gets off the bus throughout  the journey.  But when it gets to the other side there is not a single person left.  How is this  possible?,they are all married
a cruise ship is filled with people but yet there isn't a singal person on board HOW?,they are all married
"You see a boat filled with people.  It has not sunk, but when you look again, you don't see a single person there.  Why?",they are all married
There are 10 people on a boat and nobody is below deck but not a single person is in sight.  How is this possible?,they are all married
"What goes in the water red, and comes out black?",iron
"What is hard to find but easy to lose, worth more than gold but costs less than a penny?",friend
What is a rich person's favorite type of nut?,cashew
"A king, queen and two twins all lay in a large room, yet there are no adults or children in the room.   How is that possible?",they are all beds
"After you go through a fall I will take over.  All life will stall, or at least grow slower.  What am I?",winter
"ravina tells karishma ,""your sister is the daughter of my mother's brother"" .  how is karishma related to ravina's mother's brother?",daughter
I am a mother's child and a father's child but nobody's son.  What am I?,daughter
"A one-seeded fruit I may be, but all of your calendars are full of me.   What am I?",dates
What is it that even the most careful person always overlooks?,their nose
what question carnt you answer yes to?,are you asleep
What is the only question you can't answer yes too?,are you asleep
what question can you never say yes to you must always say no?,are you asleep
wich question can you never say yes 2,are you asleep
"What question can someone ask all day long, always get completely different answers, and yet all the answers could be correct?",what time is it
How can you smell if you don't have a nose?,dont take a shower
Which tire does not move when a car turns right?,spare tire
"A dozen Royals gathered round,  Entertained by two who clowned.   Each King there had servants ten,  Though none of them were also men.   The lowest servant sometimes might,  Defeat the King in a fair fight.   A weapon stout, a priceless jewel,  The beat of life, a farmer's tool.    What are we talking about here folks?",deck of cards
What has a Heart but no other organs?,deck of cards
A guy has 367 apples.  You take away 34.  How many apples do you have?,34 because you took 34
Three men are on a boat.  The boat sinks but only two people get their hair wet.  Why?,third man was bald
Where do locksmiths go on vacation?,florida keys
"Most people need it,  some ask for it, some give it, but almost nobody takes it.  What is it?",advice
